image_path,label,embedding
face_dataset\Training_dataset\child3\child3 (15).jpeg,child3,"[0.4149361252784729, -0.08994526416063309, -0.6341475248336792, 0.15862178802490234, 0.2984006702899933, 1.1813918352127075, 0.6346838474273682, -0.7274399399757385, 0.461154580116272, 0.20606349408626556, 0.042953066527843475, -0.9923611879348755, -0.3225669860839844, -0.41282910108566284, -0.12693630158901215, -0.5683860778808594, -0.2617705464363098, -0.11059614270925522, -0.5909981727600098, -0.3907880187034607, 0.036245688796043396, 0.41115739941596985, -0.7086153626441956, 0.19005057215690613, -0.043437011539936066, -0.007030293345451355, -0.5625811815261841, 0.008093670010566711, -0.3956637382507324, 0.651777982711792, 1.5349229574203491, -0.27856072783470154, -0.2917855679988861, -0.12173064053058624, 1.2449651956558228, -0.6205889582633972, -0.06058001145720482, 0.10963397473096848, 2.0778772830963135, -0.10909812152385712, 0.2827887237071991, 0.6244484782218933, -0.2595337927341461, -1.1424890756607056, 0.05755016207695007, -0.09012284874916077, 0.053500089794397354, 0.564087986946106, -0.3810191750526428, 0.34562164545059204, -0.5276628732681274, 0.1666884571313858, 0.5332450270652771, -0.13296639919281006, 0.3810555934906006, 0.8622693419456482, 0.5275505185127258, -0.7640407681465149, -0.3037448525428772, -0.8702647686004639, 0.4468671679496765, 0.29089146852493286, 0.1827756017446518, 0.7130613923072815, 0.0816664844751358, 0.8237136602401733, -0.3207499384880066, 0.9478787183761597, -0.1109335720539093, -0.23122592270374298, 0.19527696073055267, 0.446393758058548, 0.11099514365196228, -1.471817970275879, -0.8268589973449707, 0.1931106597185135, -0.4801528751850128, 0.07430198788642883, -0.20108738541603088, 0.4952613115310669, -0.46975624561309814, -0.9250448942184448, 0.5483487248420715, 0.7300036549568176, 0.671728789806366, -0.7612628936767578, 0.5390183329582214, 0.40775662660598755, 0.010986216366291046, -0.5272405743598938, 0.44512706995010376, 0.18985342979431152, -0.9499472379684448, 1.1355688571929932, 0.9704406261444092, -0.07926728576421738, 0.24035480618476868, -0.18041057884693146, -0.43714314699172974, -0.30127060413360596, 0.6410587430000305, 1.1608729362487793, -0.7221973538398743, -0.2490033656358719, -0.08782218396663666, 0.6095675230026245, 0.04365096613764763, -0.9657081365585327, -0.014471389353275299, -0.6411155462265015, 0.32858505845069885, -0.03939925879240036, 0.016049399971961975, -0.3002971112728119, -0.6761674880981445, 0.8849254846572876, -0.5530686378479004, 0.9899551272392273, -0.06351540237665176, 0.30231067538261414, -0.3442454934120178, 1.2040736675262451, 1.7801780700683594, -0.6364861130714417, 0.0354800671339035, -0.990388035774231, 0.03155038505792618, -0.6092034578323364]"
face_dataset\Training_dataset\child3\child3 (16).jpeg,child3,"[-0.4396194517612457, -1.3613208532333374, -0.961833655834198, 0.3554667532444, 0.5419723987579346, 2.151634454727173, -0.47409236431121826, 0.32333266735076904, 0.9019727110862732, 0.2217332273721695, -1.5093762874603271, -1.9487380981445312, 0.3630964756011963, 0.012063905596733093, 0.583419680595398, -0.2429572343826294, -0.33568933606147766, 0.09242372214794159, 0.23415321111679077, 0.02297079749405384, 1.4723771810531616, -0.19407130777835846, 0.18821772933006287, -0.024683542549610138, 0.1483125537633896, 0.2378082573413849, -0.17431983351707458, -0.4351939558982849, -1.5627083778381348, 0.5221105813980103, 0.8297510147094727, 0.1606941819190979, 0.11832260340452194, 0.128602534532547, 0.9282610416412354, -0.570522665977478, 0.23076194524765015, -0.38141265511512756, 2.1446962356567383, -0.6954090595245361, 0.10179208219051361, 0.5236846208572388, 0.8068318367004395, -1.6441549062728882, -0.03565884381532669, 0.6111792325973511, 0.4822779595851898, 0.604863166809082, -0.44836246967315674, 0.5244830250740051, -0.5240657925605774, 1.0018837451934814, 0.43414974212646484, -0.30490607023239136, 1.1716545820236206, -0.4505864083766937, 0.4994434416294098, -0.7906249165534973, 0.7440091371536255, 0.3178917169570923, 0.8550000786781311, 0.3624601364135742, 0.16091550886631012, 1.2636500597000122, 0.6679009795188904, -1.1890476942062378, 0.06772017478942871, 0.16772033274173737, -0.8060833811759949, -0.13228872418403625, 0.725730836391449, -0.06897785514593124, -0.8637765049934387, -1.140610933303833, -0.0047307927161455154, 0.4998331069946289, -0.6791764497756958, -0.10346710681915283, -0.3375806212425232, 0.3620147705078125, -0.36015936732292175, -0.30543389916419983, 1.4220815896987915, 1.1403614282608032, 0.6104190349578857, -0.54249107837677, 0.3832835555076599, 0.19457276165485382, -1.298854112625122, -1.8262298107147217, 0.2716223895549774, 0.2485467791557312, -1.8569984436035156, 1.3405430316925049, 0.1740061491727829, 0.4148882329463959, -1.1278103590011597, -0.18645279109477997, -1.1464166641235352, 0.4087620675563812, 1.0610008239746094, -0.2210732102394104, -1.5434849262237549, -0.32570505142211914, -1.6836241483688354, -0.7292330861091614, -1.1821643114089966, -0.970986008644104, 0.2942628562450409, 0.06355522572994232, -0.649488091468811, -1.4757540225982666, 0.05014678090810776, 0.11264965683221817, -0.6729397773742676, -0.7320735454559326, 0.025637198239564896, 0.5636022090911865, -0.8456785678863525, 0.46098265051841736, 1.0627844333648682, 0.10670772194862366, 1.283467173576355, -0.3034958243370056, -0.5698932409286499, -1.3952606916427612, 1.405112624168396, -0.4164845049381256]"
face_dataset\Training_dataset\child3\child3 (2).jpeg,child3,"[-0.2887614071369171, -1.3982064723968506, -1.2378897666931152, 0.9259475469589233, -0.9097092151641846, 1.4386515617370605, 0.09184479713439941, 0.07878424972295761, -0.6724655032157898, 0.251962810754776, -2.502074718475342, -2.0401411056518555, 0.19005517661571503, 0.8840081691741943, 1.3091572523117065, -0.5968002080917358, 0.5284116268157959, 0.39144784212112427, -0.20264148712158203, -0.7103176712989807, 0.6446588039398193, 0.37180107831954956, 0.120336152613163, -0.4163109064102173, 0.36602750420570374, 0.49222660064697266, -0.7027159929275513, 0.07710488140583038, -0.37752920389175415, 1.1483794450759888, 1.1183054447174072, 0.6803721189498901, 0.45515742897987366, 0.7078302502632141, 1.9385501146316528, -1.3462777137756348, -0.6481360197067261, -0.38228386640548706, 1.4579741954803467, -0.9724767208099365, -0.5615363121032715, 0.9350995421409607, 0.00297517329454422, -2.207707166671753, 1.8972768783569336, 0.3287223279476166, 1.2531706094741821, 0.9673863649368286, -0.20673026144504547, 0.48997563123703003, -0.45484161376953125, 0.5975860357284546, 0.16622976958751678, -1.0501946210861206, 1.1528782844543457, -0.1398228108882904, 0.5179558396339417, -0.20803302526474, 0.6984170079231262, -0.8250361084938049, 0.24375459551811218, 0.45820558071136475, -0.06395012140274048, 0.9684392809867859, -0.22314438223838806, -0.6378681063652039, 0.3289359211921692, 1.0765256881713867, -0.14759200811386108, -0.5909643173217773, 1.054416298866272, -0.34960299730300903, -0.015207387506961823, -1.78585946559906, -0.6672317981719971, 0.17749431729316711, -0.6899549961090088, -1.2960026264190674, -0.02185661345720291, -0.10933636128902435, -0.001976342871785164, -0.37273475527763367, -0.03911782428622246, 1.008012056350708, 1.2803611755371094, -0.8645395636558533, 0.5674036145210266, 0.03188994526863098, -1.1010124683380127, -1.3022823333740234, 0.1716076284646988, 1.4407395124435425, -1.6638253927230835, 1.6521121263504028, 0.0331527441740036, 0.20839978754520416, 0.17560873925685883, 1.2618156671524048, -1.1434836387634277, 0.7921749949455261, 1.2414727210998535, 0.231377512216568, -1.211066484451294, -0.25877845287323, -1.2066056728363037, 0.0004058908671140671, -1.1763023138046265, -1.128919005393982, -0.36837440729141235, 0.5000248551368713, -1.863093614578247, -0.039740756154060364, -0.5865914821624756, -0.4459823966026306, -0.593843400478363, -0.8286279439926147, -0.19416366517543793, -0.2533853352069855, -0.6625645160675049, 0.2362699657678604, 1.1048024892807007, 1.2733094692230225, 0.9728890657424927, 0.009772329591214657, 0.30579185485839844, -1.1018989086151123, 0.7141289114952087, -0.3204317092895508]"
face_dataset\Training_dataset\child3\child3 (4).jpeg,child3,"[-0.4010895788669586, -1.4253143072128296, -1.206700325012207, 0.7863853573799133, 0.3146049678325653, 1.4909254312515259, 0.039637286216020584, 0.028723927214741707, -0.16984808444976807, -0.3138810098171234, -1.8170979022979736, 0.6548112630844116, 1.6458319425582886, -0.33682650327682495, 0.39086708426475525, 0.17641808092594147, 1.906516671180725, 1.5222480297088623, 1.0046932697296143, -1.5560728311538696, -0.0656481385231018, -0.5756685137748718, 2.0021448135375977, -1.271404504776001, 1.186832070350647, 0.08106374740600586, -0.9248995780944824, 0.29594674706459045, -1.1053799390792847, 0.4713861048221588, 0.4674206078052521, -1.711783528327942, 0.8606087565422058, 0.23835024237632751, 1.7784810066223145, -0.7920370697975159, 0.18019571900367737, 1.0308948755264282, -1.062453031539917, -1.100008249282837, -0.6639137268066406, 1.012860655784607, 1.3301684856414795, -0.19506299495697021, 1.557266354560852, 0.33997175097465515, 0.7322700023651123, 1.3111002445220947, -0.5740349888801575, -0.0209040604531765, -0.4289868474006653, 0.7776065468788147, -0.7276426553726196, 0.04898031800985336, 2.085350275039673, 0.19114980101585388, -0.12414677441120148, 0.6788834929466248, -0.07704709470272064, -1.409600853919983, 1.1175498962402344, 0.8435115218162537, 0.7630961537361145, 0.5916889905929565, -0.24693238735198975, 0.678693413734436, -1.5821280479431152, 1.1018903255462646, -1.0222272872924805, 0.5357004404067993, 2.8477437496185303, 0.679357647895813, -1.647253155708313, 0.04801109433174133, -0.09725196659564972, 0.09884411096572876, -0.5021152496337891, -0.11640292406082153, 0.9594358801841736, -0.2809743285179138, -0.5308553576469421, 0.8625556230545044, -0.05624110996723175, 0.8804057240486145, 0.9835871458053589, -0.2939915955066681, 1.137890338897705, -1.4356729984283447, -1.3480972051620483, -1.718538522720337, -0.7364445924758911, 0.049585312604904175, 0.25757381319999695, 1.2716087102890015, -0.4363231658935547, 0.6241357326507568, 0.3906606435775757, 1.771767020225525, -1.9709570407867432, 0.6645739674568176, 1.432226300239563, -0.15596868097782135, -0.010802067816257477, 0.3040143549442291, -2.2239577770233154, 1.050423264503479, -1.925946831703186, -2.002737522125244, -0.4403866231441498, 0.5659003257751465, -2.676159143447876, 1.7232012748718262, 0.7695432901382446, -0.6811152696609497, -1.0000264644622803, -0.5569717288017273, -1.1181918382644653, -0.8667263388633728, -0.5422113537788391, -1.3199913501739502, 1.1970363855361938, 1.1845452785491943, 1.864023208618164, 0.07877243310213089, 0.6811529994010925, -0.07428853213787079, 1.2949918508529663, -0.6544864177703857]"
face_dataset\Training_dataset\child3\child3 (5).jpeg,child3,"[-0.01620425283908844, -0.3871258795261383, -0.2111160159111023, -0.41294190287590027, 0.2574121356010437, -0.18232257664203644, 0.12098243832588196, -0.21213701367378235, 0.01829357072710991, 0.14732244610786438, 0.31507250666618347, -0.4087735414505005, 0.04000968486070633, -0.4945163428783417, 0.015689119696617126, 0.4117458462715149, 0.2546533942222595, -0.4026868939399719, 0.18442031741142273, -0.5203351378440857, -0.20404967665672302, 0.1673542559146881, -0.2077227234840393, 0.05041217431426048, 0.25835826992988586, -0.03409027308225632, 0.7288776636123657, 0.433183878660202, -0.25579434633255005, -0.04483594745397568, -0.3581538796424866, 0.32458963990211487, 0.052026864141225815, -0.25592267513275146, 0.5266457796096802, -0.21559472382068634, 0.40147385001182556, 0.09392531961202621, 0.5480815172195435, 0.048596374690532684, 0.20211151242256165, -0.08163397014141083, -0.28889453411102295, -0.15291467308998108, -0.43313637375831604, -0.48813027143478394, 0.1096615344285965, -0.21516840159893036, 0.29504722356796265, 0.27349328994750977, -0.36299943923950195, 0.25780749320983887, 0.2680074870586395, -0.317002534866333, -0.02464216947555542, 0.39137113094329834, 0.40511712431907654, 0.28328263759613037, -0.11896263062953949, -0.8206984400749207, -0.3457525968551636, -0.3264525532722473, -0.22334110736846924, 0.6677768230438232, 0.08187489211559296, 0.5313912034034729, 0.28797897696495056, 0.06577536463737488, 0.2593773603439331, -0.5045458078384399, -0.19898957014083862, -0.49915817379951477, 0.252483606338501, -0.552500307559967, -0.18956172466278076, -0.054984498769044876, -0.11965376883745193, 0.3152630925178528, -0.2216567099094391, -0.5597752332687378, -0.5389519929885864, -0.2188679724931717, 0.178327277302742, 0.3880348205566406, 0.41908565163612366, -0.13541321456432343, 0.5533137917518616, -0.18854697048664093, -0.5339738130569458, 0.780543863773346, 0.2795531451702118, -0.08303273469209671, -0.10522531718015671, -0.14806342124938965, 0.3862127661705017, 0.20452043414115906, 0.018562622368335724, -0.5213872194290161, -0.6289257407188416, 0.06069561839103699, -0.3172590732574463, 0.7729688882827759, 0.32259106636047363, -0.4878798723220825, 0.10298403352499008, 0.2372215837240219, -0.04534590244293213, 0.13870537281036377, -0.08939030021429062, -0.4973452389240265, 0.2875126600265503, 0.20488442480564117, 0.44538936018943787, 0.37381741404533386, 0.04952091723680496, 0.29310595989227295, 0.12492303550243378, 0.5437710285186768, 0.3382818400859833, 0.17481891810894012, -0.0882614254951477, -0.08205164223909378, 0.2346348613500595, 0.2479763776063919, 0.3849986791610718, -0.49522361159324646, 0.24082504212856293, 0.03574847802519798]"
face_dataset\Training_dataset\child3\child3 (6).jpeg,child3,"[-0.3293118178844452, 0.5468226671218872, -0.22640597820281982, 0.1484166979789734, 0.7906197905540466, 1.4102575778961182, 0.5178527235984802, -0.3848811089992523, 0.8789941072463989, 0.3891342580318451, 1.2254939079284668, -1.6299785375595093, -1.2156721353530884, -0.9745064973831177, -0.06680350005626678, -0.922600269317627, -0.45427843928337097, 1.5015833377838135, -0.12231437861919403, -1.013226866722107, 0.2034376859664917, 0.17144142091274261, -0.5855271220207214, -0.7099841833114624, 0.176627978682518, -0.7754274606704712, -0.40212276577949524, -1.0355868339538574, -2.041692018508911, 0.09817179292440414, 1.2753828763961792, -0.4401022791862488, 0.5715004205703735, -0.5425813794136047, 2.0354435443878174, 0.011616945266723633, 1.6433051824569702, -0.09603843837976456, 1.3277039527893066, 0.16607072949409485, 0.44921445846557617, 0.49474287033081055, 0.6273126602172852, -0.4868246912956238, 0.22226987779140472, -0.47783440351486206, -0.7577944397926331, 1.3677359819412231, 1.1214972734451294, 0.8368582725524902, 0.14189597964286804, -0.022568870335817337, 0.9512141942977905, 0.5119619369506836, 0.44718703627586365, 0.9551762938499451, -0.07378070056438446, -1.2292848825454712, -0.6608965992927551, -1.022614598274231, 0.8866162896156311, 0.4101404547691345, 0.027560818940401077, 0.7688053846359253, 1.0708719491958618, 0.4685809016227722, -1.0178289413452148, 1.1008777618408203, -0.4679463803768158, -0.23870104551315308, 0.013001199811697006, -0.08710097521543503, -0.7158358097076416, -1.7740156650543213, -0.5467247366905212, -0.5977951288223267, -0.2643285393714905, 0.5654923915863037, -1.249871015548706, 1.2025760412216187, -0.512091338634491, -0.34583818912506104, 0.589695930480957, 0.8796287775039673, 0.7924866080284119, 0.04142020642757416, 0.017587274312973022, 0.9110939502716064, -0.22846581041812897, -0.36129796504974365, -0.7374745607376099, 1.2411426305770874, -0.3177414536476135, 1.7780896425247192, 0.06377711892127991, -0.05849272385239601, -0.5192863345146179, -0.8918091058731079, -0.025397004559636116, 0.7366990447044373, 0.4773348569869995, 0.6467146873474121, -0.25401565432548523, -1.1941969394683838, -0.6858869791030884, 0.22382031381130219, -0.7675008177757263, -0.12513013184070587, 0.004410404711961746, -1.0964891910552979, -0.08757032454013824, -1.1080212593078613, -0.28588390350341797, 0.4345243573188782, -1.2126368284225464, 1.1033462285995483, 0.549485445022583, 0.42982086539268494, -0.02237265557050705, 1.5161885023117065, -1.2559542655944824, -0.5764033794403076, 1.6509345769882202, -0.3747369349002838, -0.5177752375602722, -0.16090098023414612, 0.11807610839605331, 0.3605008125305176]"
face_dataset\Training_dataset\child3\child3 (7).jpeg,child3,"[-1.9299103021621704, -2.107447385787964, -0.5458053946495056, 1.4614644050598145, 1.0440824031829834, 1.3953592777252197, 1.2663259506225586, -0.2797063887119293, 1.0311473608016968, -0.6131258606910706, -0.9965987801551819, -0.10169877111911774, 0.5419086217880249, -0.8017024993896484, -0.36014848947525024, -0.6340502500534058, 1.6616857051849365, 1.859490156173706, 0.812674343585968, -1.9403685331344604, -0.3726073205471039, -0.8511477112770081, 2.1811137199401855, -0.9470516443252563, 0.6600493788719177, -0.2172432243824005, -0.32120057940483093, -0.18308737874031067, -1.1424784660339355, 0.9580504298210144, 1.6093971729278564, -2.867272138595581, 1.3485472202301025, -0.23994311690330505, 1.6365810632705688, -0.8704923987388611, -0.13644486665725708, 2.5399017333984375, -0.2654748260974884, -0.5928653478622437, -0.8222864866256714, -0.19594113528728485, 0.32519984245300293, -0.15739695727825165, 1.2284965515136719, 0.7082403898239136, 0.27981019020080566, 0.5278838872909546, -0.32799574732780457, -0.30663594603538513, -0.06376618146896362, 1.5862427949905396, -0.2534104883670807, -1.0933797359466553, 2.3075520992279053, 1.393254280090332, -0.5498788952827454, 1.1218342781066895, -0.05414971709251404, -1.6932159662246704, 1.3701763153076172, 0.826662003993988, 0.3127126693725586, -0.5861558318138123, -0.1604267954826355, 1.2046557664871216, -2.0460803508758545, 2.1351985931396484, -1.705755591392517, 0.39639100432395935, 2.1816751956939697, -0.4146224558353424, -0.4844668507575989, -1.5620017051696777, -0.9795708656311035, 0.9381963610649109, -1.1193046569824219, -0.0740736573934555, -0.2684180438518524, 0.2961083650588989, -0.7237273454666138, 1.2575370073318481, 0.6140658855438232, 1.114609956741333, -0.4915213882923126, 1.0140223503112793, 1.25028657913208, 0.2092941552400589, -1.353075623512268, -1.0075526237487793, 0.0004462003707885742, 0.20245879888534546, 0.21568459272384644, 1.7243820428848267, -0.6634597182273865, -0.06816764920949936, -0.042828358709812164, 1.2695788145065308, -0.873088002204895, 1.4898110628128052, 1.0151406526565552, 0.7020232677459717, 0.6901400685310364, 0.15505029261112213, -1.5106384754180908, 0.463207483291626, -0.9863589406013489, -1.2572423219680786, 0.19234322011470795, -0.9592567086219788, -2.488767623901367, 0.9104766249656677, 0.8722653388977051, -0.9295373558998108, -0.9890786409378052, -0.25325852632522583, -0.6402817964553833, 0.20990034937858582, -0.05076580494642258, -1.072021245956421, 0.34754490852355957, 1.9798918962478638, 1.0939563512802124, -0.32319706678390503, 0.1981581449508667, 0.4685390293598175, 0.8234295845031738, -0.7167543172836304]"
face_dataset\Training_dataset\child3\child3 (8).jpeg,child3,"[-0.5372316837310791, -1.0195363759994507, -0.12797465920448303, 0.4070146381855011, -0.6080441474914551, 1.247064232826233, 0.13392549753189087, -1.094625473022461, 0.5572953820228577, -0.5155096650123596, -1.2299216985702515, -1.022696614265442, -0.034725651144981384, 0.147861510515213, 0.21997149288654327, -0.5357070565223694, 1.0002541542053223, -0.040441323071718216, 0.755689799785614, -0.9186732769012451, 0.3370025157928467, -0.4955887198448181, 0.5830041766166687, -0.1009000912308693, 0.7919687628746033, 0.20819160342216492, -0.021080343052744865, 1.1381312608718872, -0.9996216297149658, 0.0861574187874794, -0.03601181507110596, 0.3044043183326721, -0.15494388341903687, 1.128425121307373, 1.200204849243164, -0.4955408275127411, -0.3852853775024414, -0.4847668409347534, 1.5973362922668457, -1.2082319259643555, -0.08172982931137085, 0.3911064863204956, -1.0730286836624146, -1.3975034952163696, 0.8956983685493469, 0.2229870855808258, 0.4538576304912567, 0.43892791867256165, -0.6090983152389526, 0.5147244930267334, -0.1706802248954773, 0.9415485262870789, 0.2861761450767517, -1.1240909099578857, 1.3422608375549316, 1.4572163820266724, 0.11790163815021515, -0.7369867563247681, 1.0912902355194092, -0.30719953775405884, 1.4403727054595947, 0.11202238500118256, 0.5539430975914001, 0.535259485244751, 0.07912212610244751, 0.8280691504478455, 0.4317385256290436, 1.1547729969024658, -0.7526253461837769, 0.3376794159412384, 0.29518795013427734, 0.27072569727897644, 0.7206112742424011, -1.5472792387008667, -1.11641263961792, 0.8603507876396179, -0.20157590508460999, -0.672641932964325, -0.30940213799476624, -0.4650535583496094, -1.138543963432312, 0.11247000843286514, -0.06821697950363159, 1.5885511636734009, 1.190197467803955, -1.6892811059951782, 1.5318464040756226, -1.3681354522705078, -0.5637760162353516, -0.9160609841346741, 0.09517782926559448, 0.3348575532436371, -1.3713539838790894, 1.1764239072799683, 0.5019738674163818, -0.5324423313140869, 0.19002801179885864, 0.9963614344596863, -1.7091691493988037, 0.5821641683578491, 1.7623931169509888, 0.6447401642799377, -0.6688446402549744, -0.283461332321167, -0.6363288760185242, 1.3247092962265015, -1.3607057332992554, -0.902668833732605, -0.5931984186172485, -0.5991585850715637, -0.6634824275970459, 0.5639021992683411, 0.2355947047472, -0.2313336730003357, -0.16080836951732635, 0.6370021104812622, -0.4925256669521332, 0.19768153131008148, -0.8257613182067871, 0.6765642166137695, 0.7903263568878174, 1.3941984176635742, 1.6147531270980835, 0.11289212852716446, 1.0035524368286133, -1.0864177942276, 1.7002671957015991, -0.6331971883773804]"
face_dataset\Training_dataset\child3\child3 (9).jpeg,child3,"[-0.5035347938537598, -0.9546656608581543, -0.5399699211120605, 0.33547526597976685, 0.20080167055130005, 0.8122970461845398, 0.1834804117679596, -0.5765892863273621, 0.48395952582359314, -0.022251736372709274, -0.77073073387146, -0.7061566710472107, 0.13275904953479767, -0.428871214389801, 0.32074639201164246, -0.22985509037971497, 0.9181007146835327, -0.452273428440094, 0.4426083266735077, -0.7914360761642456, -0.12102081626653671, -0.772783637046814, -0.4184136390686035, 0.07738953083753586, 0.5617820620536804, -0.4714832305908203, 0.29863986372947693, 1.1252155303955078, -1.5656675100326538, -0.0034014154225587845, 0.35886260867118835, -0.2351352721452713, -0.15748386085033417, 0.2602834403514862, 0.7063480615615845, -0.3682408630847931, -0.24863095581531525, -0.8684274554252625, 1.513033390045166, -1.0198813676834106, 0.0973275750875473, 0.3448118567466736, -0.5920528173446655, -0.7424687743186951, 0.25927621126174927, -0.5640744566917419, 0.484431654214859, 0.44102394580841064, -0.44190263748168945, 0.6962447166442871, -0.8094304203987122, 0.9029426574707031, 0.4696060121059418, -0.7257305383682251, 0.8582918047904968, 0.8803203105926514, 0.3180486857891083, -0.500609815120697, 1.005692720413208, -0.327030748128891, 0.689075231552124, -0.26350292563438416, 0.8230712413787842, 1.0740327835083008, 0.5975866913795471, 0.5766473412513733, -0.13198727369308472, 0.3779388964176178, -0.699231743812561, 0.24394525587558746, 0.22908775508403778, -0.42409512400627136, 0.5076708197593689, -1.2799288034439087, -0.7937575578689575, 0.4986637830734253, 0.048984989523887634, 0.18927066028118134, 0.13377341628074646, -0.044314201921224594, -0.8954840302467346, -0.20718246698379517, 0.27037313580513, 1.0698448419570923, 1.1881846189498901, -1.3361676931381226, 1.0789722204208374, -1.1761904954910278, -1.022149682044983, 0.05352805182337761, 0.33200302720069885, -0.11687922477722168, -1.7954952716827393, 0.7009114623069763, 0.15226346254348755, -0.3398178517818451, -0.5211503505706787, 0.025849618017673492, -1.7583386898040771, 0.8909839987754822, 0.7538095116615295, 1.2801997661590576, -0.08694532513618469, -0.3140316903591156, -0.5112358331680298, 0.826530933380127, -1.0258204936981201, -0.7533577680587769, -0.6361374855041504, -0.6286627054214478, -0.2535795271396637, 0.6037951111793518, 0.5103135108947754, 0.2704865336418152, -0.24410462379455566, 0.2561814486980438, -0.17007991671562195, 0.48410165309906006, -0.4688265025615692, 0.679973304271698, 0.8636474609375, 0.2502683401107788, 1.3410979509353638, 0.2425011396408081, 0.4076858162879944, -1.4076348543167114, 1.6762218475341797, -0.5604531764984131]"
face_dataset\Training_dataset\child4\child4 (2).jpeg,child4,"[-0.6212589740753174, -1.0177035331726074, 1.4203754663467407, -0.02853391319513321, -0.2840285003185272, 0.3598484694957733, 1.7348299026489258, 0.5101314783096313, 0.6171378493309021, -0.5239095687866211, -0.22144553065299988, -1.5000420808792114, 1.074595332145691, 0.6949670314788818, -1.0541596412658691, -0.7073624134063721, 0.6281944513320923, -1.1701440811157227, 0.46135351061820984, -1.1744500398635864, 0.3904499411582947, -0.802157998085022, 0.7885295152664185, 0.09127925336360931, 0.2331065833568573, 1.1652287244796753, 1.1805404424667358, 0.42475852370262146, -1.258111596107483, 0.16233289241790771, -0.507124662399292, -0.4042302370071411, -0.3462434709072113, 0.5791707038879395, 1.2044479846954346, -0.4592144191265106, -0.5380870699882507, 0.4558190405368805, 0.07110396772623062, 0.0852794349193573, -0.8889803290367126, 0.62434321641922, 0.4017914831638336, -0.11640362441539764, -0.2798152565956116, 0.03472530096769333, -0.11690321564674377, 0.15321671962738037, 0.4049914479255676, -0.7819012403488159, -0.4051937460899353, 1.1925053596496582, 0.2486468255519867, -1.865614414215088, 0.28106385469436646, 1.3797005414962769, 2.2370059490203857, 0.7465452551841736, 0.199165478348732, 0.19704589247703552, -0.24751952290534973, 1.9990458488464355, -0.27326029539108276, 1.8705424070358276, -0.08360972255468369, -0.12874749302864075, -0.3107272684574127, 0.8789398670196533, -0.3931427001953125, 2.114426612854004, 1.5780469179153442, 1.1745524406433105, -0.046483319252729416, -0.866960346698761, -0.5412682890892029, 0.6532353758811951, -0.7367970943450928, -0.287565141916275, -1.2498317956924438, -0.7658885717391968, 0.03523441404104233, 0.12479016929864883, 0.911898136138916, -1.1416386365890503, 0.9734309315681458, -0.9695656299591064, 0.8556603193283081, -1.0765557289123535, -1.4318641424179077, -1.3481833934783936, -0.1301211714744568, -0.11216487735509872, -0.9482721090316772, 0.941907525062561, 0.5377142429351807, 0.7183616161346436, -0.8673929572105408, 0.9608823657035828, -0.04705027490854263, -0.0510648712515831, 1.6917225122451782, -0.13044241070747375, -0.09418189525604248, -0.5614218711853027, -0.5728536248207092, 0.7516843676567078, -0.5533692836761475, -1.1278479099273682, -0.1821608990430832, -1.282252311706543, -0.12608040869235992, -0.5067113041877747, 0.24468079209327698, 1.4613770246505737, -0.6156982779502869, 1.099684238433838, 0.9666966199874878, 0.0905783474445343, -0.2365758717060089, 0.8874327540397644, 2.4522831439971924, 0.5974743366241455, -0.3178330659866333, -1.0273720026016235, 0.11327539384365082, -0.8496716618537903, 1.3856691122055054, -1.0883365869522095]"
